id,text,language,category,is_synthetic
742,"नए कनेक्शन को मंजूर होने में महीनों लग जाते हैं, फिर भी कोई सुनवाई नहीं होती।",hi,Energy,True
743,बार-बार शिकायत के बावजूद मीटर रीडिंग कभी सही दर्ज नहीं होती।,hi,Energy,True
744,अच्छा है कि इस ऐप में ट्रांसफार्मर के पास खुले तार खतरनाक हैं जैसी शिकायत दर्ज कर सकते हैं।,hi,Energy,True
745,"ट्रांसफार्मर कई हफ्तों से खराब पड़ा है, फिर भी कोई सुनवाई नहीं होती।",hi,Energy,True
746,हमारे शहर में बिजली का बिल गलत रीडिंग के साथ आता है।,hi,Energy,True
747,hamare block mein yeh haal hai ki transformer kai hafte se kharab pada hai.,hinglish,Energy,True
748,hamare ilake mein yeh haal hai ki raat ko street light nahi jalti.,hinglish,Energy,True
749,baar baar complaint karne ke bawajood transformer ke pass khule taar dangerous hain.,hinglish,Energy,True
750,"maine complaint ki thi ki electricity bill galat reading ke sath aata hai, par abhi tak kuch nahi hua.",hinglish,Energy,True
751,"maine complaint ki thi ki transformer kai hafte se kharab pada hai, par abhi tak kuch nahi hua.",hinglish,Energy,True
752,hamare block mein yeh haal hai ki voltage fluctuation se appliances kharab ho jate hain.,hinglish,Energy,True
753,"maine complaint ki thi ki transformer ke pass khule taar dangerous hain, par abhi tak kuch nahi hua.",hinglish,Energy,True
754,acha hai ki is app mein roz bijli cut ho jati hai jaisi complaint kar sakte hain.,hinglish,Energy,True
755,hamari panchayat mein yeh haal hai ki transformer ke pass khule taar dangerous hain.,hinglish,Energy,True
756,hamare ilake mein voltage fluctuation se appliances kharab ho jate hain.,hinglish,Energy,True
757,"pichle ek hafte se yahi problem hai, naye connection approve hone mein mahine lag jate hain.",hinglish,Energy,True
758,"pichle chhe mahine se yahi problem hai, roz bijli cut ho jati hai.",hinglish,Energy,True
759,acha hai ki is app mein naye connection approve hone mein mahine lag jate hain jaisi complaint kar sakte hain.,hinglish,Energy,True
760,baar baar complaint karne ke bawajood meter reading kabhi sahi darj nahi hoti.,hinglish,Energy,True
761,hamare ilake mein yeh haal hai ki electricity bill galat reading ke sath aata hai.,hinglish,Energy,True
762,acha hai ki is app mein transformer kai hafte se kharab pada hai jaisi complaint kar sakte hain.,hinglish,Energy,True
763,garmiyo mein ghanto bijli gul rehti hai. please isko jaldi fix karo.,hinglish,Energy,True
764,"yaha solar panel scheme kabhi lagu nahi hui, ispe turant dhyan dene ki zarurat hai.",hinglish,Energy,True
765,"maine complaint ki thi ki main road par koi street light nahi hai, par abhi tak kuch nahi hua.",hinglish,Energy,True
766,हमारे गांव में यह हाल है कि तालाब में गंदा पानी और कचरा भरा पड़ा है।,hi,Environment,True
767,हमारे शहर में यह हाल है कि गंदे पानी की निकासी की कोई व्यवस्था नहीं है।,hi,Environment,True
768,हमारे जिले में यह हाल है कि गली में कचरे का ढेर जमा हो गया है।,hi,Environment,True
769,हमारी कॉलोनी में नाले की सफाई महीनों से नहीं हुई।,hi,Environment,True
770,"स्वच्छता अभियान सिर्फ कागजों पर चलता है, इस पर तुरंत ध्यान देने की जरूरत है।",hi,Environment,True
771,"दो हफ्तों से पार्क का रखरखाव सालों से नहीं हुआ, कोई कार्रवाई नहीं हुई।",hi,Environment,True
772,"पिछले तीन महीने से यही समस्या है, धूल और प्रदूषण से सांस लेना मुश्किल हो गया है।",hi,Environment,True
773,हमारे ब्लॉक में पेड़ काटने की शिकायत पर कोई कार्रवाई नहीं हुई।,hi,Environment,True
774,"कचरा प्रबंधन के लिए कोई ठोस योजना नहीं है, फिर भी कोई सुनवाई नहीं होती।",hi,Environment,True
775,हमारे वार्ड में यह हाल है कि पार्क में कचरा फैला रहता है कोई सफाई नहीं करता।,hi,Environment,True
776,हमारे जिले में यह हाल है कि कचरा कंटेनर से बदबू आती रहती है पर कोई साफ नहीं करता।,hi,Environment,True
777,हमारे शहर में कचरा गाड़ी वाले अलग-अलग कचरा नहीं उठाते।,hi,Environment,True
778,"एक साल से औद्योगिक कचरा नदी में सीधे बहाया जा रहा है, कोई कार्रवाई नहीं हुई।",hi,Environment,True
779,हमारे मोहल्ले में खुले में कचरा जलाने की शिकायत की पर कोई फायदा नहीं हुआ।,hi,Environment,True
780,अच्छा है कि इस ऐप में औद्योगिक कचरा नदी में सीधे बहाया जा रहा है जैसी शिकायत दर्ज कर सकते हैं।,hi,Environment,True
781,"पिछले एक साल से यही समस्या है, फैक्ट्री का धुआं आसपास के इलाके को प्रदूषित कर रहा है।",hi,Environment,True
782,अच्छा है कि इस ऐप में नाले का पानी ओवरफ्लो होकर घरों में घुस आता है जैसी शिकायत दर्ज कर सकते हैं।,hi,Environment,True
783,"नदी किनारे कचरा फेंका जा रहा है पर रोकटोक नहीं है, इस पर तुरंत ध्यान देने की जरूरत है।",hi,Environment,True
784,"मैंने शिकायत दर्ज की कि इलाके में कचरे से बदतर हालत सड़क की हो गई है, लेकिन अभी तक कुछ नहीं हुआ।",hi,Environment,True
785,"मैंने शिकायत दर्ज की कि नदी किनारे कचरा फेंका जा रहा है पर रोकटोक नहीं है, लेकिन अभी तक कुछ नहीं हुआ।",hi,Environment,True
786,"पिछले एक महीने से यही समस्या है, स्वच्छता अभियान सिर्फ कागजों पर चलता है।",hi,Environment,True
787,हमारी पंचायत में साफ-सफाई के नाम पर सिर्फ खानापूर्ति होती है।,hi,Environment,True
788,"मैंने शिकायत दर्ज की कि नाले का पानी ओवरफ्लो होकर घरों में घुस आता है, लेकिन अभी तक कुछ नहीं हुआ।",hi,Environment,True
789,बार-बार शिकायत के बावजूद कचरा वर्गीकरण की कोई व्यवस्था नहीं है।,hi,Environment,True
790,स्वच्छता अभियान सिर्फ कागजों पर चलता है। कृपया इसे जल्द ठीक करें।,hi,Environment,True
791,बार-बार शिकायत के बावजूद कचरा जलाने की शिकायत पर कोई कार्रवाई नहीं करता।,hi,Environment,True
792,"शिकायत करने पर सफाई टीम मौके पर नहीं आती, फिर भी कोई सुनवाई नहीं होती।",hi,Environment,True
793,"मैंने शिकायत दर्ज की कि स्वच्छता अभियान सिर्फ कागजों पर चलता है, लेकिन अभी तक कुछ नहीं हुआ।",hi,Environment,True
794,अच्छा है कि इस ऐप में प्लास्टिक कचरा हर जगह बिखरा पड़ा है जैसी शिकायत दर्ज कर सकते हैं।,hi,Environment,True
795,हमारे शहर में शिकायत का स्टेटस हमेशा ओपन ही दिखता रहता है।,hi,Environment,True
796,अच्छा है कि इस ऐप में पार्क का रखरखाव सालों से नहीं हुआ जैसी शिकायत दर्ज कर सकते हैं।,hi,Environment,True
797,अच्छा है कि इस ऐप में खुले में कचरा जलाने की शिकायत की पर कोई फायदा नहीं हुआ जैसी शिकायत दर्ज कर सकते हैं।,hi,Environment,True
798,अच्छा है कि इस ऐप में गंदगी की शिकायत की तस्वीर अपलोड करने में ऐप दिक्कत देता है जैसी शिकायत दर्ज कर सकते हैं।,hi,Environment,True
799,"तीन महीने से धूल और प्रदूषण से सांस लेना मुश्किल हो गया है, कोई कार्रवाई नहीं हुई।",hi,Environment,True
800,acha hai ki is app mein complaint karne par safai team site par nahi aati jaisi complaint kar sakte hain.,hinglish,Environment,True
801,baar baar complaint karne ke bawajood factory ka dhuan aas paas ke ilake ko pollute kar raha hai.,hinglish,Environment,True
802,acha hai ki is app mein kachra jalane ki complaint par koi action nahi leta jaisi complaint kar sakte hain.,hinglish,Environment,True
803,"pichle do hafte se yahi problem hai, complaint karne par safai team site par nahi aati.",hinglish,Environment,True
804,"pichle teen mahine se yahi problem hai, kachra jalane se uthne wala dhuan health ke liye dangerous hai.",hinglish,Environment,True
805,hamare ward mein Swachh Bharat app mein photo upload nahi ho pati.,hinglish,Environment,True
806,kachra jalane se uthne wala dhuan health ke liye dangerous hai. please isko jaldi fix karo.,hinglish,Environment,True
807,naale ka paani overflow hoke gharo mein ghus aata hai. please isko jaldi fix karo.,hinglish,Environment,True
808,"pichle ek saal se yahi problem hai, sewer line jam hone se gali mein paani bhar jata hai.",hinglish,Environment,True
809,industrial waste seedha river mein bahaya ja raha hai. please isko jaldi fix karo.,hinglish,Environment,True
810,garbage van wale alag alag kachra nahi uthate. please isko jaldi fix karo.,hinglish,Environment,True
811,"teen mahine se complaint karne par safai team site par nahi aati, koi action nahi hua.",hinglish,Environment,True
812,hamare ward mein yeh haal hai ki gande paani ki nikasi ki koi vyavastha nahi hai.,hinglish,Environment,True
813,baar baar complaint karne ke bawajood gandagi ki wajah se bimariya fail rahi hain.,hinglish,Environment,True
814,Swachh Bharat app mein photo upload nahi ho pati. please isko jaldi fix karo.,hinglish,Environment,True
815,"maine complaint ki thi ki park ka maintenance saalon se nahi hua, par abhi tak kuch nahi hua.",hinglish,Environment,True
816,"pichle ek mahine se yahi problem hai, ped katne ki complaint par koi action nahi hua.",hinglish,Environment,True
817,hamari panchayat mein yeh haal hai ki waste management ke liye koi solid plan nahi hai.,hinglish,Environment,True
818,baar baar complaint karne ke bawajood ilake mein kachre se badtar halat road ki ho gayi hai.,hinglish,Environment,True
819,"pichle kai mahino se yahi problem hai, complaint ka status hamesha open hi dikhta rehta hai.",hinglish,Environment,True
820,baar baar complaint karne ke bawajood kachra jalane ki complaint par koi action nahi leta.,hinglish,Environment,True
821,"industrial waste seedha river mein bahaya ja raha hai, ispe turant dhyan dene ki zarurat hai.",hinglish,Environment,True
822,plastic waste har jagah bikhra pada hai. please isko jaldi fix karo.,hinglish,Environment,True
823,"pichle ek hafte se yahi problem hai, factory ka dhuan aas paas ke ilake ko pollute kar raha hai.",hinglish,Environment,True
824,"ek saal se naale ki safai mahino se nahi hui, koi action nahi hua.",hinglish,Environment,True
825,"pichle ek hafte se yahi problem hai, garbage van wale alag alag kachra nahi uthate.",hinglish,Environment,True
826,"maine complaint ki thi ki naale ki safai mahino se nahi hui, par abhi tak kuch nahi hua.",hinglish,Environment,True
827,"plastic waste har jagah bikhra pada hai, ispe turant dhyan dene ki zarurat hai.",hinglish,Environment,True
828,hamare mohalle mein yeh haal hai ki park ka maintenance saalon se nahi hua.,hinglish,Environment,True
829,hamare block mein complaint karne par safai team site par nahi aati.,hinglish,Environment,True
830,"chhe mahine se gande paani ki nikasi ki koi vyavastha nahi hai, koi action nahi hua.",hinglish,Environment,True
831,baar baar complaint karne ke bawajood khule mein kachra jalane ki complaint ki par koi fayda nahi hua.,hinglish,Environment,True
832,"pichle ek mahine se yahi problem hai, gali mein kachre ka dher jama ho gaya hai.",hinglish,Environment,True
833,"naale ka paani overflow hoke gharo mein ghus aata hai, ispe turant dhyan dene ki zarurat hai.",hinglish,Environment,True
834,Kindly add an option in the app to report that there is no doctor for the maternity ward.,en,Healthcare,True
835,"For the last three months, the ambulance takes more than an hour to arrive and there has been no response.",en,Healthcare,True
836,Please look into this: hospital staff behave rudely with patients.,en,Healthcare,True
837,Kindly add an option in the app to report that patients have to wait for hours without any doctor visiting.,en,Healthcare,True
838,"Patients have to wait for hours without any doctor visiting, and nobody from the department responds.",en,Healthcare,True
839,Glad this app at least lets us flag that the government hospital has no clean drinking water.,en,Healthcare,True
840,Glad this app at least lets us flag that the health centre is short of nursing staff.,en,Healthcare,True
841,"Medicine stock runs out every month, and nobody from the department responds.",en,Healthcare,True
842,"I reported that the health worker never checks on newborns, but the complaint status still shows open.",en,Healthcare,True
843,"For the last over a year, no oxygen cylinder is available during emergencies and there has been no response.",en,Healthcare,True
844,"I reported that no oxygen cylinder is available during emergencies, but the complaint status still shows open.",en,Healthcare,True
845,"I reported that the primary health centre has no medicines in stock, but the complaint status still shows open.",en,Healthcare,True
846,"In our block, hospital staff behave rudely with patients.",en,Healthcare,True
847,"For the last a week, the government hospital has no clean drinking water and there has been no response.",en,Healthcare,True
848,"It has been three months and the Ayushman Bharat card is not accepted at the hospital, still no action taken.",en,Healthcare,True
849,Kindly add an option in the app to report that the government hospital has no clean drinking water.,en,Healthcare,True
850,"It has been a week and the health centre is short of nursing staff, still no action taken.",en,Healthcare,True
851,"In our locality, the ASHA worker has not visited for the vaccination drive.",en,Healthcare,True
852,Please look into this: the primary health centre has no medicines in stock.,en,Healthcare,True
853,बार-बार शिकायत के बावजूद हर महीने दवाई की कमी हो जाती है।,hi,Healthcare,True
854,"मैंने शिकायत दर्ज की कि रात में इमरजेंसी वार्ड बंद रहता है, लेकिन अभी तक कुछ नहीं हुआ।",hi,Healthcare,True
855,अच्छा है कि इस ऐप में मरीजों को घंटों इंतजार करना पड़ता है पर कोई डॉक्टर नहीं देखता जैसी शिकायत दर्ज कर सकते हैं।,hi,Healthcare,True
856,डिस्पेंसरी ज्यादातर दिन बंद रहती है। कृपया इसे जल्द ठीक करें।,hi,Healthcare,True
857,"मरीजों को घंटों इंतजार करना पड़ता है पर कोई डॉक्टर नहीं देखता, फिर भी कोई सुनवाई नहीं होती।",hi,Healthcare,True
858,इमरजेंसी में ऑक्सीजन सिलेंडर उपलब्ध नहीं है। कृपया इसे जल्द ठीक करें।,hi,Healthcare,True
859,"छह महीने से आशा कार्यकर्ता टीकाकरण के लिए नहीं आती, कोई कार्रवाई नहीं हुई।",hi,Healthcare,True
860,अच्छा है कि इस ऐप में सरकारी अस्पताल में डॉक्टर उपलब्ध नहीं रहते जैसी शिकायत दर्ज कर सकते हैं।,hi,Healthcare,True
861,अच्छा है कि इस ऐप में स्वास्थ्य केंद्र में नर्सों की भारी कमी है जैसी शिकायत दर्ज कर सकते हैं।,hi,Healthcare,True
862,अच्छा है कि इस ऐप में इमरजेंसी में ऑक्सीजन सिलेंडर उपलब्ध नहीं है जैसी शिकायत दर्ज कर सकते हैं।,hi,Healthcare,True
863,"मैंने शिकायत दर्ज की कि प्रसव वार्ड में कोई डॉक्टर मौजूद नहीं है, लेकिन अभी तक कुछ नहीं हुआ।",hi,Healthcare,True
864,प्रसव वार्ड में कोई डॉक्टर मौजूद नहीं है। कृपया इसे जल्द ठीक करें।,hi,Healthcare,True
865,बार-बार शिकायत के बावजूद प्राथमिक स्वास्थ्य केंद्र में दवाइयां खत्म हो चुकी हैं।,hi,Healthcare,True
866,"मैंने शिकायत दर्ज की कि एम्बुलेंस आने में एक घंटे से ज्यादा लग जाता है, लेकिन अभी तक कुछ नहीं हुआ।",hi,Healthcare,True
867,"एक साल से प्रसव वार्ड में कोई डॉक्टर मौजूद नहीं है, कोई कार्रवाई नहीं हुई।",hi,Healthcare,True
868,"पिछले एक साल से यही समस्या है, डिस्पेंसरी ज्यादातर दिन बंद रहती है।",hi,Healthcare,True
869,"एक साल से आयुष्मान भारत कार्ड अस्पताल में स्वीकार नहीं किया जाता, कोई कार्रवाई नहीं हुई।",hi,Healthcare,True
870,"सरकारी अस्पताल में पीने का साफ पानी नहीं है, इस पर तुरंत ध्यान देने की जरूरत है।",hi,Healthcare,True
871,हमारे मोहल्ले में डिस्पेंसरी ज्यादातर दिन बंद रहती है।,hi,Healthcare,True
872,hamare mohalle mein government hospital mein doctor available nahi hote.,hinglish,Healthcare,True
873,hamare mohalle mein yeh haal hai ki Ayushman Bharat card hospital mein accept nahi hota.,hinglish,Healthcare,True
874,"pichle kai mahino se yahi problem hai, maternity ward mein koi doctor available nahi hai.",hinglish,Healthcare,True
875,"maine complaint ki thi ki emergency mein oxygen cylinder available nahi hai, par abhi tak kuch nahi hua.",hinglish,Healthcare,True
876,"raat ko emergency ward lock rehta hai, phir bhi koi sunwai nahi hoti.",hinglish,Healthcare,True
877,PHC mein dawaiyan khatam ho chuki hain. please isko jaldi fix karo.,hinglish,Healthcare,True
878,"hospital staff patients ke saath thik se baat nahi karta, phir bhi koi sunwai nahi hoti.",hinglish,Healthcare,True
879,"ASHA worker vaccination ke liye nahi aati, ispe turant dhyan dene ki zarurat hai.",hinglish,Healthcare,True
880,"ek mahine se health centre mein nurses ki bahut kami hai, koi action nahi hua.",hinglish,Healthcare,True
881,"health worker newborn baby ki checkup ke liye nahi aata, phir bhi koi sunwai nahi hoti.",hinglish,Healthcare,True
882,hamare ilake mein yeh haal hai ki patients ko ghanto wait karna padta hai koi doctor nahi dekhta.,hinglish,Healthcare,True
883,"raat ko emergency ward lock rehta hai, ispe turant dhyan dene ki zarurat hai.",hinglish,Healthcare,True
884,hamari panchayat mein yeh haal hai ki maternity ward mein koi doctor available nahi hai.,hinglish,Healthcare,True
885,hamare mohalle mein raat ko emergency ward lock rehta hai.,hinglish,Healthcare,True
886,"pichle do hafte se yahi problem hai, emergency mein oxygen cylinder available nahi hai.",hinglish,Healthcare,True
887,Ayushman Bharat card hospital mein accept nahi hota. please isko jaldi fix karo.,hinglish,Healthcare,True
888,hamare block mein Ayushman Bharat card hospital mein accept nahi hota.,hinglish,Healthcare,True
889,baar baar complaint karne ke bawajood raat ko emergency ward lock rehta hai.,hinglish,Healthcare,True
890,hamare gaon mein yeh haal hai ki corruption har department mein khula aam chalta hai.,hinglish,Public Administration,True
891,"ek hafte se birth certificate download karne ka option hi nahi hai app mein, koi action nahi hua.",hinglish,Public Administration,True
892,"kai mahino se sarkari scheme ka fayda bicholiye le jate hain, koi action nahi hua.",hinglish,Public Administration,True
893,"pichle chhe mahine se yahi problem hai, sarkari daftar mein koi seedhe se baat nahi karta.",hinglish,Public Administration,True
894,form submit karne ke baad status track hi nahi hota. please isko jaldi fix karo.,hinglish,Public Administration,True
895,"maine complaint ki thi ki form submit karne ke baad status track hi nahi hota, par abhi tak kuch nahi hua.",hinglish,Public Administration,True
896,"complaint number generate hota hai par uska koi matlab nahi hota, ispe turant dhyan dene ki zarurat hai.",hinglish,Public Administration,True
897,"ek mahine se sarkari daftar mein koi seedhe se baat nahi karta, koi action nahi hua.",hinglish,Public Administration,True
898,"birth certificate download karne ka option hi nahi hai app mein, ispe turant dhyan dene ki zarurat hai.",hinglish,Public Administration,True
899,"pichle chhe mahine se yahi problem hai, officer transfer ke naam par kaam taal diya jata hai.",hinglish,Public Administration,True
900,"kai mahino se app crash ho jata hai jab bhi complaint submit karte hain, koi action nahi hua.",hinglish,Public Administration,True
901,RTI ka jawab time par nahi milta. please isko jaldi fix karo.,hinglish,Public Administration,True
902,baar baar complaint karne ke bawajood ek hi complaint baar baar file karni padti hai.,hinglish,Public Administration,True
903,"maine complaint ki thi ki app crash ho jata hai jab bhi complaint submit karte hain, par abhi tak kuch nahi hua.",hinglish,Public Administration,True
904,hamari colony mein ek hi complaint baar baar file karni padti hai.,hinglish,Public Administration,True
905,acha hai ki is app mein documents verify karne mein mahino lag jate hain jaisi complaint kar sakte hain.,hinglish,Public Administration,True
906,baar baar complaint karne ke bawajood birth certificate download karne ka option hi nahi hai app mein.,hinglish,Public Administration,True
907,acha hai ki is app mein officer transfer ke naam par kaam taal diya jata hai jaisi complaint kar sakte hain.,hinglish,Public Administration,True
908,"पिछले एक साल से यही समस्या है, ग्राम सभा की सूचना समय पर नहीं दी जाती।",hi,Rural Livelihoods,True
909,"मनरेगा मजदूरी दर बहुत कम है और समय पर नहीं मिलती, इस पर तुरंत ध्यान देने की जरूरत है।",hi,Rural Livelihoods,True
910,बार-बार शिकायत के बावजूद मजदूरों की हाजिरी मस्टर रोल में गलत दर्ज होती है।,hi,Rural Livelihoods,True
911,"पिछले दो हफ्तों से यही समस्या है, स्वयं सहायता समूह को समय पर पैसा नहीं मिलता।",hi,Rural Livelihoods,True
912,हमारे मोहल्ले में प्रवासी मजदूरों के लिए कोई योजना ठीक से लागू नहीं होती।,hi,Rural Livelihoods,True
913,"प्रवासी मजदूरों के लिए कोई योजना ठीक से लागू नहीं होती, फिर भी कोई सुनवाई नहीं होती।",hi,Rural Livelihoods,True
914,हमारी पंचायत में यह हाल है कि मजदूरों की हाजिरी मस्टर रोल में गलत दर्ज होती है।,hi,Rural Livelihoods,True
915,हमारे मोहल्ले में पंचायत सचिव कभी कार्यालय में उपलब्ध नहीं रहते।,hi,Rural Livelihoods,True
916,"पशुपालन योजना का लाभ बिचौलियों के पास चला जाता है, फिर भी कोई सुनवाई नहीं होती।",hi,Rural Livelihoods,True
917,"कई महीनों से पंचायत के काम की जानकारी ऐप पर अपडेट नहीं होती, कोई कार्रवाई नहीं हुई।",hi,Rural Livelihoods,True
918,"मैंने शिकायत दर्ज की कि पंचायत में भ्रष्टाचार की शिकायत का कोई हल नहीं निकलता, लेकिन अभी तक कुछ नहीं हुआ।",hi,Rural Livelihoods,True
919,"पिछले कई महीनों से यही समस्या है, पंचायत चुनाव के बाद वादे भुला दिए जाते हैं।",hi,Rural Livelihoods,True
920,"एक साल से बेरोजगारी भत्ता आवेदन के बाद भी नहीं मिला, कोई कार्रवाई नहीं हुई।",hi,Rural Livelihoods,True
921,"तीन महीने से ग्राम पंचायत की बैठक की जानकारी समय पर नहीं मिलती, कोई कार्रवाई नहीं हुई।",hi,Rural Livelihoods,True
922,"मैंने शिकायत दर्ज की कि ग्राम सभा की सूचना समय पर नहीं दी जाती, लेकिन अभी तक कुछ नहीं हुआ।",hi,Rural Livelihoods,True
923,"गांव में रोजगार के अवसर नहीं हैं, इस पर तुरंत ध्यान देने की जरूरत है।",hi,Rural Livelihoods,True
924,हमारे ब्लॉक में यह हाल है कि कौशल विकास प्रशिक्षण योजना का लाभ नहीं मिला।,hi,Rural Livelihoods,True
925,हमारे मोहल्ले में यह हाल है कि जॉब कार्ड में दर्ज दिन और असल काम के दिन मेल नहीं खाते।,hi,Rural Livelihoods,True
926,हमारे इलाके में यह हाल है कि मनरेगा मजदूरी दर बहुत कम है और समय पर नहीं मिलती।,hi,Rural Livelihoods,True
927,"पिछले तीन महीने से यही समस्या है, पंचायत के फंड से जुड़ी सारी जानकारी छुपाई जाती है।",hi,Rural Livelihoods,True
928,"स्वरोजगार लोन के आवेदन पर बैंक जवाब नहीं देता, इस पर तुरंत ध्यान देने की जरूरत है।",hi,Rural Livelihoods,True
929,अच्छा है कि इस ऐप में पशु शेड योजना का पैसा बिना काम के निकल गया जैसी शिकायत दर्ज कर सकते हैं।,hi,Rural Livelihoods,True
930,हमारे इलाके में यह हाल है कि प्रवासी मजदूरों के लिए कोई योजना ठीक से लागू नहीं होती।,hi,Rural Livelihoods,True
931,"पिछले कई महीनों से यही समस्या है, पशु शेड योजना का पैसा बिना काम के निकल गया।",hi,Rural Livelihoods,True
932,अच्छा है कि इस ऐप में ग्राम विकास अधिकारी शायद ही कभी गांव आते हैं जैसी शिकायत दर्ज कर सकते हैं।,hi,Rural Livelihoods,True
933,"पिछले एक हफ्ते से यही समस्या है, गांव में सिलाई कढ़ाई केंद्र बंद पड़ा है।",hi,Rural Livelihoods,True
934,"मैंने शिकायत दर्ज की कि गांव के विकास कार्यों का हिसाब पारदर्शी नहीं है, लेकिन अभी तक कुछ नहीं हुआ।",hi,Rural Livelihoods,True
935,"दो हफ्तों से ग्राम विकास अधिकारी शायद ही कभी गांव आते हैं, कोई कार्रवाई नहीं हुई।",hi,Rural Livelihoods,True
936,हमारी कॉलोनी में यह हाल है कि स्वरोजगार लोन के आवेदन पर बैंक जवाब नहीं देता।,hi,Rural Livelihoods,True
937,"मैंने शिकायत दर्ज की कि गांव के युवाओं के लिए कोई कौशल केंद्र नहीं है, लेकिन अभी तक कुछ नहीं हुआ।",hi,Rural Livelihoods,True
938,"स्थानीय स्वरोजगार योजनाओं की जानकारी गांव तक नहीं पहुंचती, फिर भी कोई सुनवाई नहीं होती।",hi,Rural Livelihoods,True
939,बार-बार शिकायत के बावजूद प्रवासी मजदूरों के लिए कोई योजना ठीक से लागू नहीं होती।,hi,Rural Livelihoods,True
940,"पिछले कई महीनों से यही समस्या है, महिलाओं के लिए गांव में रोजगार के अवसर बहुत कम हैं।",hi,Rural Livelihoods,True
941,"पशुपालन योजना का लाभ बिचौलियों के पास चला जाता है, इस पर तुरंत ध्यान देने की जरूरत है।",hi,Rural Livelihoods,True
942,पंचायत में भ्रष्टाचार की शिकायत का कोई हल नहीं निकलता। कृपया इसे जल्द ठीक करें।,hi,Rural Livelihoods,True
943,बार-बार शिकायत के बावजूद बेरोजगारी भत्ता आवेदन के बाद भी नहीं मिला।,hi,Rural Livelihoods,True
944,स्थानीय स्वरोजगार योजनाओं की जानकारी गांव तक नहीं पहुंचती। कृपया इसे जल्द ठीक करें।,hi,Rural Livelihoods,True
945,hamare ward mein MGNREGA wage rate bahut kam hai aur time par nahi milta.,hinglish,Rural Livelihoods,True
946,"pichle kai mahino se yahi problem hai, mahilao ke liye gaon mein rozgar ke avsar bahut kam hain.",hinglish,Rural Livelihoods,True
947,"ek saal se aaj ke yuva berozgar ghoom rahe hain, koi action nahi hua.",hinglish,Rural Livelihoods,True
948,"pichle kai mahino se yahi problem hai, gram panchayat ki meeting ki jankari time par nahi milti.",hinglish,Rural Livelihoods,True
949,"maine complaint ki thi ki gaon mein koi local employment centre nahi hai, par abhi tak kuch nahi hua.",hinglish,Rural Livelihoods,True
950,"pichle chhe mahine se yahi problem hai, gaon ke development kaam ka hisab transparent nahi hai.",hinglish,Rural Livelihoods,True
951,acha hai ki is app mein gaon ke development kaam ka hisab transparent nahi hai jaisi complaint kar sakte hain.,hinglish,Rural Livelihoods,True
952,"ek saal se mahilao ke liye gaon mein rozgar ke avsar bahut kam hain, koi action nahi hua.",hinglish,Rural Livelihoods,True
953,gram panchayat ki meeting ki jankari time par nahi milti. please isko jaldi fix karo.,hinglish,Rural Livelihoods,True
954,"gram panchayat ki meeting ki jankari time par nahi milti, phir bhi koi sunwai nahi hoti.",hinglish,Rural Livelihoods,True
955,hamare ward mein aaj ke yuva berozgar ghoom rahe hain.,hinglish,Rural Livelihoods,True
956,baar baar complaint karne ke bawajood MGNREGA ke tahat kaam mangne par bhi kaam nahi milta.,hinglish,Rural Livelihoods,True
957,"gaon mein rozgar ke avsar nahi hain, ispe turant dhyan dene ki zarurat hai.",hinglish,Rural Livelihoods,True
958,hamare gaon mein yeh haal hai ki panchayat ke fund mein ghotala hone ka shak hai par janch nahi hoti.,hinglish,Rural Livelihoods,True
959,"pichle ek mahine se yahi problem hai, berozgari bhatta application ke baad bhi nahi mila.",hinglish,Rural Livelihoods,True
960,"self help group ko time par paisa nahi milta, ispe turant dhyan dene ki zarurat hai.",hinglish,Rural Livelihoods,True
961,"maine complaint ki thi ki pashupalan scheme ka fayda beechwalo ke pass chala jata hai, par abhi tak kuch nahi hua.",hinglish,Rural Livelihoods,True
962,baar baar complaint karne ke bawajood mazdooro ka payment mahino se pending hai.,hinglish,Rural Livelihoods,True
963,"maine complaint ki thi ki MGNREGA wage rate bahut kam hai aur time par nahi milta, par abhi tak kuch nahi hua.",hinglish,Rural Livelihoods,True
964,acha hai ki is app mein migrant workers ke liye koi scheme thik se lagu nahi hoti jaisi complaint kar sakte hain.,hinglish,Rural Livelihoods,True
965,"pichle do hafte se yahi problem hai, panchayat ke fund mein ghotala hone ka shak hai par janch nahi hoti.",hinglish,Rural Livelihoods,True
966,Please look into this: the park in our area has been neglected for years.,en,Urban Development,True
967,Glad this app at least lets us flag that the road repair work started but was never finished.,en,Urban Development,True
968,"For the last six months, the road repair work started but was never finished and there has been no response.",en,Urban Development,True
969,"Encroachments block the pedestrian pathway in our panchayat, but no one seems to care.",en,Urban Development,True
970,अच्छा है कि इस ऐप में स्ट्रीट लाइट के खंभे लगे पर कनेक्शन नहीं मिला जैसी शिकायत दर्ज कर सकते हैं।,hi,Urban Development,True
971,अच्छा है कि इस ऐप में फ्लाईओवर का निर्माण वर्षों से रुका हुआ है जैसी शिकायत दर्ज कर सकते हैं।,hi,Urban Development,True
972,हर मानसून में नाली उफान पर आ जाती है। कृपया इसे जल्द ठीक करें।,hi,Urban Development,True
973,hamare gaon mein footpath par rehdi walo ka kabza hai.,hinglish,Urban Development,True
974,chaurahe ki traffic light kaam nahi karti. please isko jaldi fix karo.,hinglish,Urban Development,True
